label	sample
已还清	你好，交掉了嘛
已还清	你好，我刚刚去交掉嘛
已还清	我不是交过了吗
已还清	已经交了，今天
已还清	你你你查一下，你查一下，我已经交了
已还清	我跟你说那个电费已经交上去了，那个电费好像有电动错，所以没有去交
已还清	我已经充电充进来
已还清	我交掉了，我交掉了
已还清	我刚刚我我刚刚交掉了
已还清	不是交过了吗
已还清	我还了，对
已还清	一般是九块九毛，不是交掉了吗，支付宝
已还清	你好，我我，我已经交了呀
已还清	电力公司的话，我这个电费的话交不进去，我去交过的
已还清	那这个电费，10月份的电费已经交过了那个我是房子，是租出去的
已还清	那个租客说房子那个，电费已经交过了，那为什么支付宝会交不进呢
已还清	好的好的，我到时候直接到店里局来问一下这个情况，因为10月份的电费已经交过了，知道吧
已还清	就我交掉了呀
已还清	这里是不能这样子的，你好，已经钱已经付了，亲，他也是电话录音是吧，9559不是我那个
已还清	你交了
已还清	我，我已经找好了，叫我本来是11号就交了，交了那个代付支付宝的那个
已还清	是，你好，我已经交上了
已还清	不是，我是上午已经交好了
已还清	交了交了
已还清	是，我已经付了
已还清	已经交好了
已还清	我交过了电费
已还清	电费交过了
已还清	已经交过了呀
已还清	那个我已经交进去了，好了
已还清	没有，已经充进去了嘛
已还清	我，我交了已经电费
已还清	交代的电梯交掉了
已还清	你好，哪里，已经交了
已还清	怎么说，耶，他妈说交了呀
已还清	不是已经，刚交呀
已还清	妈妈，你们这交清
已还清	怎么说，我已经交好了
已还清	我已经交了呀
已还清	交过了
已还清	他好像已经付了嘛，我问他
已还清	不是，不是交掉了吗
已还清	已经交了呀
已还清	你好，我钱已经付了
已还清	对对就交掉了吗
已还清	不是已经交了嘛，真是的
已还清	对我这个电费不是交了吗
已还清	不交费，已经交了
已还清	电费我我上午9，交掉了还还还要欠费
已还清	产品没那个家门口，我已经交过了这300多
已还清	我今天已经交了，谁呀
已还清	交好了，已经交好了
已还清	已经交好了
已还清	你好，不是交了吗
已还清	不是已经交了吗
已还清	我交过
已还清	交多少，交掉了
已还清	你笨蛋，已经交了呀
已还清	耶，交了
已还清	已经交了，今天
已还清	我说我已经交了，中午交了2000元钱，交了
已还清	我已经交那个嘛
已还清	对，已经交了
已还清	我，我那个我妈妈要重新500元了吗，不是我妈妈已经他说他那张卡上存了500元，进去了吗
已还清	我已经交好了
已还清	你，干嘛呢，你已经交了呀
已还清	小包装，那我我我跟你说呀，我们都是在用我以前交的呀，什么那个说这个月月月月又有钱就要交了
已还清	哪位，不是已经交了吗
已还清	我说不是欠费，已经交清了，是不是
已还清	交过了
已还清	我跟他星期五打电话过来，他说月底是叫新的发现你是全部交清了，他说他到月底的
已还清	取掉了，交掉了
已还清	交掉了交掉了
已还清	我在我已经交了呀
已还清	我，我刚刚在路上，我已经到第二单银行里去交了
已还清	好，我，我早就交掉了
已还清	我手，我这个农行卡里了，怎么看看日期多块钱的，为什么还没有的呀
已还清	我以前我今天交掉了钱
已还清	已经交了呀
已还清	那也费交了吗，交了嘛，我是去交了嘛
已还清	我短信他发过来的时候，他短信发给我的，我都交掉了
已还清	我好好像交了吗
已还清	交掉了嘛，还要交
已还清	我交掉了，今天下午，他淡定来拿的嘛
已还清	我跟你说呀，我上个月就交清了嘛，这个这个的话是应该是今天几号呀
已还清	缴纳已经早就交了
已还清	我，我今天已经存进去了
已还清	已经存进去了
已还清	我在，对，我早上已经交掉了对对
已还清	我，我已经交过了
已还清	我是交，我是交了，没每天睡觉
已还清	什么电费，我电费交过了
已还清	是这样的，我已经交好了吧，好烦的烦死了
已还清	交好了，我今天下午刚交好
已还清	他已经交掉了
已还清	你好，已经交了，已经交了交了行
已还清	电梯，我看看，我好像交过来
已还清	电费我已经交了呀
已还清	小弟弟电费交了着呢
已还清	你提交了哥
已还清	今天是交了
已还清	用交警贴我交了
已还清	电费已经交交了，他还没交上来
已还清	我已经交了
已还清	不是交过了吗
已还清	我好像已经交过了
已还清	我已经交掉了
已还清	我们交了3000元钱，应该有的没有了
已还清	你，我不是交了吗
已还清	我焦急，我卡上交进去了嘛
已还清	李飞，我交了嘛
已还清	没有，我说这个十5上已经交掉了，还欠的吗
已还清	你好，一遍，已经交了呀
已还清	也就已经交好了呀
已还清	我已经交掉了呀
已还清	不，我今天今天，我已经交到银行的呀
已还清	交了吗
已还清	不是交了吗
已还清	那，对对对，电费我我就是我们那个邮件，交了
已还清	已经交了就好了
已还清	我交了呀
已还清	你好，我今天已经交掉了，可是上是人工的
已还清	交掉了，是的，我这货到那边等你
已还清	那个我已经交去交掉的
已还清	交费，我已经交了，今天下午去交好了呀
已还清	已已经交了嘛
已还清	已经交了嘛
已还清	我已经交了呀，什么呀，我已经交了
已还清	已经交掉了
已还清	成功，钱已经存进去的，好的
已还清	那个交了
已还清	我们下午交过了
已还清	世界的，我就交过了
已还清	还了
已还清	你好，已经交了
已还清	就已经支付宝交掉了
已还清	没有，我已经交掉了呀
已还清	我交掉了吧
已还清	你好，你好，那我这边，那我交了呀，那我这里呀
已还清	你，你好，哪位，欠费，我交掉了，已经扣掉了
已还清	现在交了呀
已还清	我交了吗
已还清	我已经交过了
已还清	交过了钱，交过了
已还清	你好，我已经交了
已还清	交了，已经交了
已还清	我今天交了800多嘛
已还清	已经交掉了
已还清	您转了，已经转了
已还清	今天已经交掉了，今天已经交掉了
已还清	对对，交了
已还清	你好，我交了
已还清	交了交了，晚上就要过了
已还清	我已经交了
已还清	已经交过了
已还清	那个我已经交了
已还清	已经扣掉了呀
已还清	我已经刚交了呀
已还清	电费已经交了呀，还欠记呀
已还清	不用核实了，已经交了，合适
已还清	没有看到的，我交了呀，能不能接
已还清	就是我，我交过了吗
已还清	俺已经交完了
已还清	你好，已经交了
已还清	我已经交清，早就你白天去就走掉了
已还清	快点的，我已经交掉了呀
已还清	不是交了吗
已还清	欠费，我今天交进去了
已还清	就是交了呀
已还清	你好对了，我那个已经交过了
已还清	我，刚刚交过了呀
已还清	我交了
已还清	爱你已经交已经交掉了吗
已还清	你好，是，我是基金，我不是今天已经交掉了
已还清	我交了呀，今天就好了呀
已还清	我交了吗，今天
已还清	我已经交过了呀，前两天交了70多块钱
已还清	刚才刚刚交掉
已还清	我是我是几点钟的时候，交了
已还清	4点钟5.5点、6点钟的时候，交过了，今天刚刚，谢谢，行好的
已还清	你好，我交掉了呀，我丢掉了呀
已还清	已经交了，呀
已还清	我我我交交了我
已还清	你好，交掉了呀
已还清	我不是交过了吗
已还清	对，我已经交了，今天
已还清	今天已经交了
已还清	在的，我交掉了，已经
已还清	已经交了
已还清	我已经交了
已还清	你好，我今天好像交过了
已还清	好，我已经交过了呀
已还清	我不是交掉了吗
已还清	我那个电费被交了
已还清	电费交了
已还清	对，我钱已经打进去了
已还清	我钱，我钱已经卡里打进去了
已还清	快递交危险还是接进去了，已经
已还清	我说，我刚刚交过了交过了你那里那个网络不行吗
已还清	不是我跟你说，不是交电费，我跟那个水费还有，有些电视都在一个本子上的嘛，我昨天已经打进去了，就是打在那个有线电视的那那那个那个卡的账号打进去的
已还清	交了吗
已还清	对，交了呀
已还清	电费不是交了吗
已还清	我已经交掉了，已经交掉了
已还清	我已经交号了
已还清	我交了呀
已还清	我今天刚交了呀，70多块钱，交了
已还清	我交了1000元了，停几天
已还清	我已经交过了，交过了
已还清	问题，我这个年纪交掉的呀
已还清	对，七店交了呀
已还清	06，我是交了
已还清	我已经交了
已还清	我昨天交了呀
已还清	你交了
已还清	就交掉了，我上午交掉了
已还清	我交掉了，我，我下架了
已还清	我就是交了嘛
已还清	已经交了吧
已还清	好，谢谢交了，谢谢
已还清	你好，我跟你说，我已经交钱了
已还清	我交了钱了呀
已还清	我，我刚刚支付宝，加上去了，已经刚刚交上去
已还清	05好像是交了呀
已还清	不是我叫我已经交了交了，是不是不够扣，还是怎么回事
已还清	你好，那我已经交了，拿哪里我钱
已还清	我已经交了呀
已还清	我说，我们交电费都交清了，每个月都交交交的嘛，你们打过来，我们都都修的，而且多少
已还清	我这个款子里面我有钱，老早打进去了呀
已还清	我前天我就我，我跟你讲呀，姐姐，我昨天，前天接掉了前天，我交掉了
已还清	交掉了，断掉了
已还清	我今天已经交了
已还清	我存的电工给我交掉的，我跟他到着急的是这样的
已还清	9849，借得欠费，不是交了吗，不是我的
已还清	那个我早上交了，现在交了那个缴不进去的那个电那个供电公司的
已还清	我昨天晚上是交了
已还清	我交了，好像
已还清	没有问题，我这已经交了
已还清	我已经交好了
已还清	刚才可能去交过了
已还清	你好，我已经加进去了
已还清	对，我上次已经交了呀
已还清	已经交了呀，支付宝交的呀
已还清	你好，他，他已经交了
已还清	我说，你都穿，我已经交掉了呀
已还清	不是我，我在我的支付宝上支付宝已经付了，我在正常你们你们大厅分付的
已还清	我已经我已经交了，你们你，你们查不到
已还清	电费我已经加进去了
已还清	那我是电费，已经交过了
已还清	我用微信交的，交过了
已还清	时间，我要急用了，我交了
已还清	不是说了我们已经交了
已还清	我已经交了吗，我交了呀
已还清	你好，对，已经交了呀
已还清	我刚刚交掉呀
已还清	我我我支付宝里交掉了，直播
已还清	我以为已经交了，没交吗
已还清	就是我交了呀
已还清	昨天交了一下手，就讲，昨天缴的呀
已还清	他昨天已经交的呀
已还清	已经交过了
已还清	多，我那个我那个支付宝已经交了呀，要不出去
已还清	我讲好了，交过了你，你们不知道
已还清	我交过了，我知道的就好了
已还清	每一，因为已经交掉了嘛
已还清	上次我上次我们交了嘛
已还清	我知道，昨天晚上，网上交了一下，怎么加不了
已还清	哪位我已经交了呢，你，你是哪个地方
已还清	我说我这边已经缴掉了你
已还清	你跟我去缴掉了你你，那你，你们再看一下
已还清	我这个电费已经交了呀
已还清	我电视没交货吗，我说，我们这边还没有交过吗
已还清	我已经，是是40元是不是一块，我就交掉了，好像
已还清	你开心就干掉的，今天刚交的
已还清	我今天交了，对呀，我，喜欢
已还清	你好，我们已经交了呀
已还清	你好，别别我交过了吗
已还清	现在发质量公司，我这个钱我都交了交掉了，还要过去
已还清	我已经催催他们了，他们都交了
已还清	交了我电费，拿的就交了呀
已还清	我跟你说我我支付宝交进去了
已还清	我17号18号的时候，不是，交，我已经这笔已经交掉了嘛
已还清	就说我，我已经交了嘛，202百零几几毛钱，不是我交了嘛
已还清	哪位，53怎么说，不是已经交过了吗
已还清	我们交掉了吗，好像
已还清	我，我电梯已经交掉了，怎么这么还有
已还清	我们店铺已经交掉了呀
已还清	我们交了嘛，怎么回事
已还清	对，接听，我已经交了嘛
已还清	我已经交了嘛，好像
已还清	网上网上已经交了喽
已还清	你好，我不是已经交过了吗
已还清	哪，我都已经交了
已还清	刚刚交了1000元欠费了
已还清	李姐说，可以，已经交掉了，怎么还欠费
已还清	你好，电费今天交了干嘛
已还清	我们已经交了呀
已还清	我已经交过了
已还清	我们不已经存进去了呀，怎么还欠费的呢
已还清	早上交了
已还清	我加进去了
已还清	我卡里就钱，已经充进去嘛，第一笔
已还清	我交了
已还清	你好你好，刚才交过了嘛，刚才交过来，我们输入交好了嘛
已还清	怎么已经交了的，你再，交了吧
已还清	我刚交了
已还清	电费不是我交掉了嘛，我已经转账
已还清	我借呗，我就就1100千的那个了，叫叫他打过电话，我交掉了呀
已还清	我敲掉了呀，我说我一看支付宝上交掉了
已还清	交了我我我
已还清	是这样子的，我，我刚刚刚刚又交了
已还清	已经交了呀，你是没看到支付宝，已经交了，早上
已还清	我今天交了呀
已还清	我在已经交掉了
已还清	早上已经交了吗
已还清	上午已经交了
已还清	我那个我那那张卡我，我一次交了
已还清	叫掉了交掉了
已还清	那我当时交了吗
已还清	已经交了
已还清	什么事，我我我我我我我我，我已经交掉了
已还清	我交了呀
已还清	我们交了交了30多块嘛，陈大学呀，对不对，我不是交掉了吗，我们已经缴纳电费
已还清	我们交掉了
已还清	对，我交过了呀
已还清	我们电费交掉了
已还清	我，我已经交了呀
已还清	你最小了，今天已经缴了
已还清	缴掉了
已还清	呀，我店子已经交了嘛
已还清	一家，我已经交了呀，他不是知道了，知道了
已还清	我就交了交了，今天就交了
已还清	我那个手机看一下，交了，已经交了
已还清	交过了
已还清	前几天，我都交过了
已还清	借呗，我们交了，我每次都去交的
已还清	你好，对呀，那个登记表，就就交了就交了，交了交了交了，等我交了呀
已还清	你交已经交了
已还清	你好，我这个就会叫他们交了一点，对，我已经，后来已经付了
已还清	已经交掉了
已还清	我不是已经交了吗
已还清	你好，对，我老公好像说交了
已还清	我老公，我老公好像交了
已还清	我交了，我交了
已还清	已经交了
已还清	就是我不是交过了吧
已还清	我已经交掉了
已还清	精灵不是已经交掉了吗，还打过来
已还清	我刚去交过了吗，已经
已还清	交过了呀
已还清	电梯我们缴掉了，还要还钱，借呗
已还清	我已经交了，我已经交了
已还清	我已经交掉了
已还清	已经交过了
已还清	我说这个电费已经交了吗
已还清	我已经交了呀
已还清	我已经交了
已还清	已经交了
已还清	已经交掉了，已经交掉了
已还清	已经交了
已还清	已经交了，已经交了
已还清	早上已经交了
已还清	哪位，他已经交了
已还清	你好，我刚刚已经交了
已还清	我已经交了，今天
已还清	我已经交了
已还清	我，我那个支付宝上已经交了
已还清	已经付掉了，已经付了，今天
已还清	交清了
已还清	我已经交了
已还清	你好，我不是交了吗，哪些到了
已还清	你好，我已经交掉了
已还清	我交掉了，交掉了
已还清	我已经交了呀
已还清	我已经交过了呀
已还清	我夫人呀，他刚刚付了呀，没有货
已还清	我交了关键是我交了刚刚
已还清	举报呀，我已经交了
已还清	等于说我是有卡卡上扣钱的，已经交过了怎么还要交
已还清	哪里，我已经交清了支付宝里，我已经交掉了
已还清	好好我这我我老婆上次交掉了嘛，怎么还欠了这样的
已还清	已经交掉了，已经交掉了
已还清	是，我我，我已经交了嘛
已还清	我已经交了，我是手机里面讲的
已还清	我不是已经东西交给你们了吗
已还清	电费不是交了吗
已还清	对交掉的问题
已还清	好，我已经交了
已还清	对，已经交
已还清	我说，你说我们那个房子里的店，上个月有19元九毛，一，我也交清了，然后11月份十一，我们根本就没有人去做过，然后就说产生了电费，所以现在我把那个开关查到，全部弄掉了，看看有没有在使用电费这个这个这个你们有有问题可能要你们供电公司来看过的
已还清	我们没有做过，是的呀，我们根本就没人去过，为什么会产生电费呀，在上个月已经有19.9元毛，一，我想过个部门，我把它交掉了，没想到他第二个月又来了
已还清	电梯，我们已经交的已经交掉了几点
已还清	我不是交了吗
已还清	他每次都这样子的我，我去转账，他们说是缴了，缴了
已还清	还了
已还清	我已经缴过费了，已经缴过费了，是电费吗
已还清	我们是交过了吗
已还清	你好，你帮我查一下，我已经交过了
已还清	我，我已经交掉了呀
已还清	你这是语音电话吗，已经交过了，已经交过了
已还清	看一下，我已经交过了
已还清	已经交了，已经交了
已还清	我去上班，我交了600多的
已还清	搞笑，我已经交过了呀
已还清	我，我交过了
已还清	我去交过了
已还清	我已经交过了
已还清	我们，我我，我这二号，两个月前交了1000元，不可能欠费的，你这个电话不对了
已还清	今天给交了
已还清	我已经交费了
已还清	你好，我交了
已还清	我已经交过了
已还清	你好，我们已经交掉了呀
已还清	已经交了
已还清	我已经交过了
已还清	我已经交了，好不好
已还清	错过了交过了
已还清	他已经交过了交过了
已还清	昨天又交的
已还清	那是个让我等着，已经交掉了，已经交掉了，好不好
已还清	交掉了呀
已还清	什么事，我交了呀，这讲的呀
已还清	敲掉了电费，交掉了今天就要掉了
已还清	好嘞，来一进去，交了
已还清	已经交掉了绝壁电话的景
已还清	已经交掉了，那行的
已还清	我刚才交了，什么意思叫俺老婆不去
已还清	对，电费已经交好了
已还清	我交了呀，我也
已还清	我已经交了呀，168元，我手机上交的呀
已还清	我已经交了
已还清	你，今天，今天支付宝上交了，今天交掉
已还清	我今天就掉了嘛，我已经交就交掉了嘛，进去
已还清	一种，你说，于交掉了
已还清	接触，今天3，我不是交了吗
已还清	我，我交了
已还清	我交了呀
已还清	你还你钱交了呀
已还清	电费已经交掉了，在那个支付宝上
已还清	交了的呀，我，我已经交了呀，姐姐
已还清	我知道了，我听到老婆会去加的我，我是交了
已还清	对已经交掉了
已还清	没有，我已经交了呀
已还清	我交了呀
已还清	电费那交了
已还清	我早就交掉了
已还清	我交了吗，怎么会欠费的
已还清	我我你讲，你这个电费，好像交掉的嘛
已还清	你好，不是已经交了吗
已还清	我已经交过了上午
已还清	你核实一下，看我上午交过了的
已还清	我钱已经给我媳妇了，他应该交了，我再跟他确认一下
已还清	我还得交了吗
已还清	对，已经交掉了，好好
已还清	我交过了呀，上个月
已还清	我不是交了吗，为什么总是退回来
已还清	还没交掉，他界面好像已经交掉了吗
已还清	哪位，早上已经交了呀
已还清	我已经我上午已经转出去了，支付宝付出去了
已还清	你好，没有，不是前两天刚交掉的吗
已还清	悄悄的嘛，我们提交流量嘛，他们交，我说我我，我跟你说，我们交掉了嘛，他们还要减掉的呀
已还清	电费我交了呀，怎么会欠费呢
已还清	已经交了
已还清	你好，对，今天已经交了
已还清	你好，我已经交了
已还清	不是已经交过了吗
已还清	已经交了他
已还清	我已经早上早上交了
已还清	早上交了，早上交了，你你，好好
已还清	就是我上次已经交过你们就给我打电话，说几块钱八块钱几百块就交过一笔的，我还要我交呀
已还清	对，今天交了
已还清	我们早就交了呀
已还清	你去，我今天已经交掉了
已还清	才交过吗
已还清	对，对对，你交了交了，交了
已还清	交了，对，好，我，19
已还清	你好，已经交了
已还清	你好，就是美丽的小姐姓什么呀，是以前我没听懂，可以那个我跟你讲我，我好像前几天交过了嘛
已还清	你好，我交的，我交了到快点给交的
已还清	交过了先不久
已还清	你好，我开了交掉了嘛
